Category,Message
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
spam,"You are an £ 1000 winner or a guaranteed caller, this is our last effort to contact you! To request, call 09071517866 right now! 150ppmpox10183bhamb64xe"
ham,:( but your not here....
ham,"see you then, we're all christmassy here!"
spam,Guess who I am? This is the first time I have created a website www.asjesus.com reading everything I have written. I am waiting for your opinion. I want to be your friend 1/1
spam,Your credit has been at the top of http://www.bubbletext.com Your extended battery is tgxxrz
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,You'll never believe this but i have actually got off at taunton. Wow
spam,"To review and hold the great Nokia N-Pident game deck with Nokia Club, go 2 www.cnupdates.com/newletter. Cancel registration from verbal reply"
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
ham,If india win or level series means this is record:)
spam,"Congratulations! 2 Videophones 3G Mobile R. Call 09061744553 now! Videochat Wid Ur Mates, Java game, Polyh Dload music, Noline Rentl. BX420. IP4. 5we. 150pm"
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...
spam,"Hello, my love, how are you? I was smashed on Saturday night, so great! How is your weekend? Do you remember me? SP VISIONSMS.com stops to stop 150p/text"
ham,Audrie lousy autocorrect
spam,You have a secret person. Revealing who thinks you are very special. Call 09065174042. To refuse to answer the stop. 1.50 Each MSG RECD. Customer care 07821230901
ham,How dare you change my ring
spam,You will soon receive a three -ring ringtone this week. Enjoy it!
spam,Great news! Call FreeFone 08006344447 to ask you to be guaranteed £ 1000 cash or £ 2000. Talk to a direct executive right now!
ham,Yo dude guess who just got arrested the other day
spam,"Do well! Holiday 4* Costa del Sol or £ 5000 is waiting for the collection. Call 09050090044 right now toclaim. SAE, TCS, POBOBO334, Stockport, SK38XH, cost £ 1.50/way, max10ins"
spam,Urgent! Please call 09061743811 from a fixed phone. Your ABTA free 4* tenerife holiday or £ 5000 in cash is waiting for the collection of SAE T & CS 326 CW25WX 150ppm box
ham,"I can. But it will tell quite long, cos i haven't finish my film yet..."
ham,Ok which your another number
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
spam,Santa Call! Do your little people like a call from Santa Xmas Eve? Call 09077818151 to set time for you. Calk1.50ppm 3 minutes last 30s T&C www.santacalling.com
ham,We will meet soon princess! Ttyl!
ham,Ok... C ya...
spam,"Your cash balance is currently 500 pounds-to maximize your cash, send to 86688 only 150p/MSG. CC: 08718720201 Po box 114/14 TCR/W1"
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
ham,"That's the trouble with classes that go well - you're due a dodgey one â¦ Expecting mine tomo! See you for recovery, same time, same place"
spam,Urgent! Please call 09061743810 from a fixed phone. Your ABTA is free 4* tenerife holiday or #5000 cash is waiting for SAE T & CS Box 326 CW25WX 150 PPM
spam,"You have a secret person who is looking for two people to contact you, they have revealed who thinks you are very special calling on 09058094599"
spam,"Does your contract have 11 MNTHS? Latest Motorola, Nokia, etc. All free! Double Mins & Document on Orange Tariffs. Texting yes for the call again, not to delete from the profile"
spam,"Thank you, the winner is notified by SMS. Good luck! There is no future marketing answer to stop 84122 customer service 08450542832"
spam,"Am New 2 Club & Don Fink we have met but will B GR8 2 C, please leave MSG 2DAY WIV UR 09099726553 Reply Carlie x call"
spam,Can you get 2 phones now? I want to talk 2 to set up calls right now at 09096102316 u can cum here 2moro Luv Jane XX Call
ham,Where did u go? My phone is gonna die you have to stay in here
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
spam,Do not hear from U4 for a while. Call me right now I'm here all night with my underwear. Make me begging it as you did before 01223585236 xx xx luv nikiyu4.net
ham,Oh ho. Is this the first time u use these type of words
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
spam,Dating: I have two of these. Only started after I sent a message to talk to Sport Radio last week. Any connection you think or coincide?
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3."
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff."
ham,I emailed yifeng my part oredi.. Can Ã¼ get it fr him..
ham,Please attend the phone:)
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
spam,You have 1 new message. Please call 08715205273
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
spam,Urgent! Please call 09061743811 from a fixed phone. Your ABTA free 4* tenerife holiday or £ 5000 in cash is waiting for the collection of SAE T & CS 326 CW25WX 150ppm box
ham,"If i let you do this, i want you in the house by 8am."
spam,Ree enter 2 a componer weekly to have the opportunity to win the iPod. TXT POD to 80182 to receive the entry (STD TXT ratio) Applicable of T&C 08452810073 for details 18+
ham,Nobody can decide where to eat and dad wants Chinese
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
spam,Congratulations on winning. You are the winner of our 1000 £ August Award. Call 0906660100 right now. Awards 2309.
spam,Santa Call! Do your little people like a call from Santa Xmas Eve? Call 09077818151 to set time for you. Calk1.50ppm 3 minutes last 30s T&C www.santacalling.com
spam,You have a new phone. Please call 08719181513.
spam,Please call our customer service representative at 0800 169 6031 from 10 am to 9 pm because you have won a guaranteed award £ 1000 or a prize £ 5000!
spam,"U 447801259231 has a secret fan, who is looking for two people to contact U-Find who they revealed who thought you were very special on 09058094597"
spam,Your B4U voucher with 27/03 is Marsms. Login to www.b4utele.com for a discount credit. To refuse to stop. Customer care calls 08717168528
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
spam,"U R has registered 2 textcomp 250 WKLY COM. Free question of January 1, the next WKS WKE charger @150p/msg.2 Cancellation TXT registration 2 84128, Custom 08712405020202020"
ham,Just wanted to say holy shit you guys weren't kidding about this bud
spam,"It comes to 80488. 500 free text messages of your valid until December 31, 2005."
spam,The puzzle of WKLY Q sun! Get a leading DVD DVD player if you know which country Liverpool has played in the middle of the week? TXT ANSR to 82277. £ 1.50 sp: tyrone
ham,Oh ya ya. I remember da. .
spam,"Orange customers, now you can request your free camera upgrade for your loyalty. Call immediately 0207 153 9996. Provide 14thmarch ending. T&C applies. Refuse available"
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
ham,Also remember to get dobby's bowl from your car
spam,Now you canceled all the services. Receive tons of sexy children or hunters straight into your phone! Visit http://gotbabes.co.uk. No registration.
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
spam,"Thank you, the winner is notified by SMS. Good luck! There is no future marketing answer to stop 84122 customer service 08450542832"
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?
spam,Life has never been fun and wonderful until you enter. You made it really special for me. I will not forget you! Enjoy @ One GBP/SMS
spam,Life has never been fun and wonderful until you enter. You made it really special for me. I will not forget you! Enjoy @ One GBP/SMS
spam,"Did you realize that in about 40 years, we will have thousands of old women running around with tattoos?"
ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."
spam,"Want your Funk Up Fone with a new tone weekly to answer Tones2u 2 of this text. www.ringtones.co.uk, n at first. Apply 3GBP network operating rate"
spam,"Lord of the Rings: Return of the King in the store right now! Answer LOTR before April 2, stop to stop to end the TKTS"
spam,Mr. V Macedonia - Do not miss the team's goals/news. Txt ur team
spam,Please call Amanda regarding the extension or upgrade of your current T-Mobile handheld device. Provide ending today. Tel 0845 021 3680 Topic of T and C's
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
ham,No problem with the renewal. I.ll do it right away but i dont know his details.
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
spam,You won't believe it but that's true. It is astonished TKTS! Answer G right now to find out really great things that will blow your mind. From O2FWD only 18p/txt
ham,Tomarrow final hearing on my laptop case so i cant.
spam,URGENT! Your mobile phone number has been awarded the awards £ 2000. Call 09058094454 from Land Line. Request 3030. Only 12 hours valid
ham,What pa tell me.. I went to bath:-)
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
spam,Want a new video phone? 750 whenever there is any min network? Half of the free text leasing for 3 months? Answer or call 08000930705 for free delivery
ham,I AM AT THE GAS STATION. GO THERE.
spam,"The last chance! Requirement of reduction vouchers worth £ 150 today! Document store up to 85023 now! Savamob, providing mobile! T CS Savamob Pobox84, M263Uz. £ 3.00. 16"
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,Tell them u have a headache and just want to use 1 hour of sick time.
spam,Do not hear from U4 for a while. Call me right now I'm here all night with my underwear. Make me begging it as you did before 01223585236 xx xx luv nikiyu4.net
ham,Then why you not responding
ham,"No, but you told me you were going, before you got drunk!"
spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
ham,Ok u can take me shopping when u get paid =D
ham,Ok. So april. Cant wait
ham,How do you guys go to see movies on your side.
spam,This message is brought to you by GMW Ltd. and not connected with
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
spam,"Your cash balance is currently 500 pound-to maximize your cash, which is currently collecting up to 83600 only 150p/MSG. CC: 08718720201 Po box 114/14 TCR/W1"
ham,How? Izzit still raining?
spam,"You have won a free digital camera of Nokia 6230. This is what you get when you get our free auction. To join, send Nokia to 83383 right now. POBOBO114/14TCR/W1 16"
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
spam,"When a subscriber is registered, five, 4 £ 100 gift vouchers will be imported when receiving an accurate ANS. When is the next Olympics. TXT ANS to 80062"
spam,"Victory: We have a winner! Mr. T. Foley has won an iPod! The prizes are interesting early, so follow your mobile phone or visit www.win-82050.co.uk"
spam,You have a new phone. Please call 08719181503
spam,Great news! Call FreeFone 08006344447 to ask you to be guaranteed £ 1000 cash or £ 2000. Talk to a direct executive right now!
ham,I had askd u a question some hours before. Its answer
spam,The document surpasses 69669 to collect your polymorphic ringtone. Normal GPRS fee is only applicable. Enjoy your tone
spam,"New tons this week includes: 1) McFly-LL AB .., 2) Sara Jorge-Shock .. 3) Will Smith-Switch .. to order according to the instructions next instructions"
spam,Free top ringtones -Sub to the first week-break ringtone for the first week for free to 81618-?
ham,You busy or can I come by at some point and figure out what we're doing tomorrow
spam,"Urgent! Call 09066350750 from your fixed phone. Free vacation your 4* ibiza or 10,000 cash is waiting for the collection of Sae T & CS PO Box 434 SK3 8WP 150 PPM 18+"
ham,Yes just finished watching days of our lives. I love it.
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
spam,URGENT! We are trying to contact U. Today Draw shows that you have won a prize worth £ 800. Call 09000001808 from Land Line. Request M95. Only valid 12hrs
ham,Can. Dunno wat to get 4 her...
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofÂ£2000 CASH 18+only. To opt out txt X to 07786200117
spam,Camera - You are given a Sipix digital camera! Call 09061221066 from a fixed phone. Delivery within 28 days.
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
spam,"URGENT!! Holiday 4* Costa del Sol or £ 5000 is waiting for the collection. Call 09050090044 right now toclaim. SAE, TC S, POBOBO334, Stockport, SK38XH, cost £ 1.50/way, max10ins"
spam,"You have a secret person who is looking for two people to contact you, they have revealed who thinks you are very special calling on 09058094599"
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
spam,I am hot and ready to live with me - Text and reply to listen again from me 150p each MSG NetCollex Ltdhelpdesk: 02085076972.
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY Â£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
ham,He is a womdarfull actor
ham,Dude just saw a parked car with its sunroof popped up. Sux
ham,Was playng 9 doors game and gt racing on phone lol
spam,"You have gained a guaranteed cash of £ 1000 or a £ 2000 prize. To request the YR prize, please call our customer service representative at 087147124412 in the range of 10 am to 7 pm"
spam,"Your chance to participate in the actual imagination program immediately = 08707509020 only needs 20 minutes per minute NTT Ltd, Po Box 1327 Croydon Cr9 5WB 0870 is a national call = ratio"
spam,URGENT! This is the second effort to contact U! U won £ 1000Call 09071512432 B4 300603T & CSBCM4235WC1N3XX.Callcost150ppmmbilesvary. Maxâ £ 7. 50
spam,"For ur chance to win a Â£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
ham,Well. You know what i mean. Texting
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
ham,"Sorry, I'll call later"
spam,"The last chance! Requirement of reduction vouchers worth £ 150 today! Text up to 85023 now! Savamob, member provided mobile! T CS Savamob Pobox84, M263Uz. £ 3,00 SBS 16"
ham,Oh k...i'm watching here:)
spam,"Hot Live Fantasies call now 08707509020 only needs 20 minutes per minute NTT Ltd, Po Box 1327 Croydon Cr9 5WB 0870..K"
spam,"Freemsg Why don't you answer my text? I am Randy, sexy, female and local directly. Luv to hear from u. NetCollex Ltd 08700621170150P each MSG answered stop to end"
spam,Bloomberg -message Center +44779706009 Why must wait? Applicable to your future HTTP: // career. Bloomberg.com
spam,"URGENT! Your mobile phone was awarded the prize of the bonus £ 1,500 on June 27, March. Our final effort 2 contact U! Call 08714714011"
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
spam,Please call our customer service representative at 0800 169 6031 from 10 am to 9 pm because you have won a guaranteed award £ 1000 or a prize £ 5000!
ham,Just finished eating. Got u a plate. NOT leftovers this time.
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
ham,Will you come online today night
ham,Ok no prob
ham,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
ham,But i dint slept in afternoon.
spam,Registration UR Tonexs has been extended and you have been charged £ 4.50. You can choose 10 more polys this month. www.clubzed.co.uk *payment MSG *
ham,What time you coming down later?
ham,At 4. Let's go to bill millers
spam,To participate in our mobile survey yesterday! Now you can have 500 documents 2 used the way you want. 2 Get TXT just send TXT to 8160 T&C www.txt43.com 1.50p
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
spam,To participate in our mobile survey yesterday! Now you can have 500 documents 2 used the way you want. 2 Get TXT just send TXT to 8160 T&C www.txt43.com 1.50p
spam,"As one of our registered registrants, you can enter drawing 4 A 100 G.B. Gift voucher by answering with Enter. To cancel the registration document"
ham,"Oh... Icic... K lor, den meet other day..."
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,Then dun wear jeans lor...
spam,"Thank you for your ringtone order, X29 reference number. Your mobile phone will be charged 4.50. If your melody does not come, please call customer service 09065989180"
ham,Thanks for this hope you had a good day today
spam,"The last chance! Requirement of reduction vouchers worth £ 150 today! Text up to 85023 now! Savamob, member provided mobile! T CS Savamob Pobox84, M263Uz. £ 3,00 SBS 16"
spam,Free message: We have set up your mobile phone number because of confusion from Shortcode 83332. Please call 08081263000 to get refunded fees. This call will be free from fixed bt
spam,UR awarded a City Break and could WIN a Â£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 Â£1.50perWKsub
spam,"URGENT! Your mobile was awarded a Â£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
spam,PRIVATE! Your 2004 account report for 07742676969 shows that 786 reward points have not been received. To request call 08719180248 identification code: 45239 expired
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
spam,"You have been chosen to stay in one of his top 250 hotels - nothing! Vacation is valid at £ 350! Found 08712300220 to request - national ratio calls. BX526, SW73SS"
spam,"We currently have a message waiting for your collection. To collect your message, just call 08718723815."
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
spam,Free top ringtones -Sub to the first week-break ringtone for the first week for free to 81618-?
ham,", how's things? Just a quick question."
ham,Thanks for loving me so. You rock
spam,"To review and hold the great Nokia N-Pident game deck with Nokia Club, go 2 www.cnupdates.com/newletter. Cancel registration from verbal reply"
ham,K..k:)how about your training process?
ham,Yo im right by yo work
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY Â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
spam,"Thank you for your ringtone order, X49 reference number. Your mobile phone will be charged 4.50. If your melody does not come, please call customer service 09065989182. From: [Color = Red] text [/color] txtstar"
ham,Hai priya are you right. What doctor said pa. Where are you.
spam,Life has never been fun and wonderful until you enter. You made it really special for me. I will not forget you! Enjoy @ One GBP/SMS
spam,"Pdate_now - double minutes and 1000 txt on orange tariffs. Motorola, Sonyericson & Nokia & Bluetooth Free! Call MobileupD8 at 08000839402 or Call2optout/! YHL"
spam,Urgent! This is our second effort to contact you! Call 0871-872-9755 Box95Qu
spam,Someone contacted our dating service and entered your phone because they like you! To find out who is a fixed phone call 09111032124. Pobox12N146TF150P
ham,She ran off with a younger man. we will make pretty babies together :)
spam,u r a winner U ave been specially selected 2 receive Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
spam,"Hello Ya Babe X U 4goten Bout Me? 'The fraudsters receive intelligence. Although this is a regular Vodafone, if you answer, you will receive more MSG/register the previous ratio. Other NOS are also used. Careful!"
ham,So that takes away some money worries
spam,"You have a secret person who is looking for two people to contact you, they have revealed who thinks you are very special calling on 09058094599"
spam,85233 Free> Ringtones! Answer
spam,URGENT! Your mobile phone number has been awarded the awards £ 2000. Call 09058094455 from Land Line. Request 3030. Only 12 hours valid
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
spam,"The $ 0A network allows companies to make invoices for SMS, so they are responsible for their ""supplier"", like a store to make sure what they sell. B. G."
ham,I am not at all happy with what you saying or doing
spam,Important information 4 orange users. Today is your lucky day! 2find why log in http://www.urawinner.com has a great surprise waiting for you!
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
spam,"OU is guaranteed to be the latest Nokia phone, 40GB iPod player or £ 500 prize! From TXT: Collect number: 83355! IBHLTD LDNW15H 150P/MTMSGRCVD18"
spam,"Smsservice. For your written credit, PLS Goto www.comuk.net login = 3QxJ9 cancel registration for a stop, no extra fee. Help 08702840625.comuk. 220-CM2 9AE"
spam,Do you want 750 at any time?
spam,GR8 New Service - Talking live sex video on your MOB - Watch the most dirty girls most attractive directly on your phone - 4 details of Horny text to 89070 to cancel the stop to 89070
ham,Lol alright i was thinkin that too haha
ham,Bognor it is! Should be splendid at this time of year.
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
ham,Do I? I thought I put it back in the box
spam,74355 XMAS Iscoming & UR is awarded £ 500 Gift CD & FREE WITH 2 R £ 100 Weekly drawing TXT Music to 87066 TNC
spam,PRIVATE! Your 2004 account report for 07742676969 shows that 786 reward points have not been received. To request call 08719180248 identification code: 45239 expired
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
spam,The current leading bid is 151. This auction is suspended. Customer care: 08718726270
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
ham,Your dad is back in ph?
ham,Dear got train and seat mine lower seat
spam,"Dear owner, to ask for this week, at your PC, please visit http://www.e-tlp.co.uk/expressoffer TS & CS. To stop the text, TXT stopped to 80062"
spam,Do not B Floppy ... B Snippy & Happy! Only gay chat service with photos uploaded to call 08718730666 (10p/minute). 2 Stop our text call 08712460324
spam,"From the next month, a maximum of 50% of the calling of 4 standard networks of UR 2 activates calls 9061100010 c wire."
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
spam,"You will receive your melody within the next 24 hours. To know the terms and conditions, please see the U Teletext PG 750 channel"
ham,We have to pick rayan macleran there.
spam,"GSOH? Good spam, ladies? Can you b a male gigolo? 2 Join the fastest Mens Mens Club of the UK to answer Oncall. Mjzgroup. 08714342399.2stop's answer. msg@â $ 1.50RCVD"
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,K..k..any special today?
ham,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.
spam,1st WK for free! GR8 Tones Str8 2 U per week. TXT Nokia over 8007 for classic Nokia tunes or 8007 for polys. Nokia/150p poly/200p 16+
spam,Urgent please call 09066612661 from a fixed phone. £ 5000 cash or a collection of vacation 4* luxurious Canary Islands. T & CS SAE Award. 20m12AQ. 150ppm. 16+ â
ham,Well she's in for a big surprise!
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
spam,"Have you won? 1,000 cash or a prize? 2,000! To request, call090500327"
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
spam,"As a valuable customer, I am happy to advise you that after recent review of your MOB, you will be awarded the prize award £ 1500, call 09066364589"
spam,Urgent This is our second effort to contact your U. £ 900 award from yesterday still waiting for the collection. To request call now 09061702893
spam,We have tried to call you re your reply to our SMS for an unlimited 750 -minute mobile video + Free Call Cam Cam Cam Cam Cam Camer
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
ham,Can not use foreign stamps in this country. Good lecture .
spam,Prepare your garden ready for the summer with a free choice of light bulbs and seeds free £ 33: 50 with ScotSman on Saturday. To stop GO2 notxt.co.uk
spam,"Your free ringtones are waiting to be collected. Just text the password ""mix"" into 85069 to verify. Get Usher and Britney. FML, PO BOX 5249, MK17 92H. 450ppw 16"
ham,Where do you need to go to get it?
spam,Interflora - not too late to order Interflora for Christmas call 0800 505060 to order before midnight tomorrow.
spam,The £ 400 xmas is waiting for you! Our computer randomly selects you from our loyal mobile customers to receive £ 400. Just call 09066380611
ham,Thought we could go out for dinner. I'll treat you! Seem ok?
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
ham,I come n pick Ã¼ up... Come out immediately aft ur lesson...
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie
spam,Moby Pub Quiz.win A £ 100 High Street if you know who is Cornwall's new Duchess? TXT her name to 82277.unsub stop £ 1.50 008704050406 arrow
spam,You have gained a guaranteed cash £ 1000 or a £ 2000 prize. To ask the YR award to call our customer service representative
spam,"Hot Live Fantasies call now 08707500020 only needs 20 minutes per minute NTT Ltd, Po Box 1327 Croydon Cr9 5WB 0870 is a national ratio call"
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
spam,18 days to start Euro2004! You will be informed about all the latest news and results daily. Cancellation of Get Euro registration stops to 83222.
ham,Watching tv now. I got new job :)
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
spam,"Congratulations! 2 Videophones 3G Mobile R. Call 09061744553 now! Videochat Wid Ur Mates, Java game, Polyh Dload music, Noline Rentl. BX420. IP4. 5we. 150pm"
spam,"Your account has been recorded with 500 free text messages. To activate, just txt from: credit to number: 80488 t & cs www.80488.biz"
spam,Important information notice for users O2. Today is your lucky day! 2 Find out why login to http://www.urawinner.com has a great surprise waiting for you
ham,How are you doing. How's the queen. Are you going for the royal wedding
spam,"GR8 Poly Tony 4 All MOBs live 2U RPLY with the title Poly to 8007 Example: Poly Breathe1 Title: Crazyin, Sleep, Best, YMCA:"
ham,I'm good. Have you registered to vote?
ham,Were trying to find a Chinese food place around here
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
spam,Congratulations on awarding 500 votes of CD or 125GIFT guarantee & free entry 2 100 WKLY MUSIC TXT to 87066 TNCS www.ldew.com1win150ppmx3age
ham,Ok i am on the way to home hi hi
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
spam,"URGENT! You have won a 1 week FREE membership in our Â£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
spam,Special Valentine's Day! Win over £ 1000 in our test and take your partners on a lifetime trip! Send to 83600 now. 150p/MSG RCVD. Custom: 08718720201
spam,RompaPppam everyone should respond well to your presence because you are very warm and extroverted. You are bringing a true breath of the sun.
spam,Dear this is our last effort to contact you! TXT Talk to 86688 150p/msgrcvdhg/suite342/2lands/row/w1J6HL LDN 18YRS
ham,How is it possible to teach you. And where.
ham,You do what all you like
ham,But i have to. I like to have love and arrange.
spam,"GENTLEMAN! We are trying to contact you. Last weekend shows that you have won a prize worth £ 1,000. Call 0906412160. Request code K52. Only 12 hours valid. 150ppm"
